quality_check_id,timestamp,production_order_id,machine_erp_ref,product_ref,sample_size,defect_count,defect_type,severity,measured_weight_g,target_weight_g,dimension_deviation_mm,visual_result,comment
QC-0203,2025-02-13 18:26:00,OF-2025-0029,152,REF-CF-002,14,1,sink_mark,minor,8.6,8.3,0.061,minor_defects,Presence de sink_mark
QC-0204,2025-02-13 19:18:00,OF-2025-0029,152,REF-CF-002,20,0,,none,8.4,8.3,-0.057,ok,Conforme
QC-0205,2025-02-13 23:07:00,OF-2025-0030,152,REF-BJ-007,17,0,,none,28.1,28.0,-0.066,ok,
QC-0206,2025-02-13 23:54:00,OF-2025-0030,152,REF-BJ-007,18,0,,none,27.8,28.0,0.023,ok,Conforme
QC-0207,2025-02-14 00:41:00,OF-2025-0030,152,REF-BJ-007,9,0,,none,27.9,28.0,-0.022,ok,Conforme
QC-0208,2025-02-14 01:28:00,OF-2025-0030,152,REF-BJ-007,17,0,,none,27.9,28.0,-0.057,ok,
QC-0209,2025-02-14 02:15:00,OF-2025-0030,152,REF-BJ-007,12,0,,none,28.0,28.0,0.004,ok,Conforme
QC-0210,2025-02-14 03:02:00,OF-2025-0030,152,REF-BJ-007,18,1,short_shot,minor,28.6,28.0,-0.011,minor_defects,Presence de short_shot
QC-0211,2025-02-14 03:49:00,OF-2025-0030,152,REF-BJ-007,14,0,,none,28.2,28.0,0.035,ok,
QC-0212,2025-02-13 07:44:00,OF-2025-0031,1003,REF-CP-003,20,0,,none,45.3,45.0,-0.025,ok,Conforme
QC-0213,2025-02-13 08:32:00,OF-2025-0031,1003,REF-CP-003,15,0,,none,45.4,45.0,-0.027,ok,Conforme
QC-0214,2025-02-13 09:20:00,OF-2025-0031,1003,REF-CP-003,12,0,,none,45.4,45.0,0.052,ok,Conforme
QC-0215,2025-02-13 10:08:00,OF-2025-0031,1003,REF-CP-003,13,0,,none,45.2,45.0,-0.115,ok,
QC-0216,2025-02-13 10:56:00,OF-2025-0031,1003,REF-CP-003,17,0,,none,45.2,45.0,-0.021,ok,Conforme
QC-0217,2025-02-13 11:44:00,OF-2025-0031,1003,REF-CP-003,8,0,,none,45.1,45.0,0.125,ok,Conforme
QC-0218,2025-02-13 15:06:00,OF-2025-0032,1003,REF-SM-004,19,0,,none,85.7,85.0,0.035,ok,Conforme
QC-0219,2025-02-13 15:56:00,OF-2025-0032,1003,REF-SM-004,9,0,,none,85.4,85.0,-0.015,ok,Conforme
QC-0220,2025-02-13 16:46:00,OF-2025-0032,1003,REF-SM-004,20,0,,none,84.9,85.0,0.021,ok,Conforme
QC-0221,2025-02-13 17:36:00,OF-2025-0032,1003,REF-SM-004,14,0,,none,85.1,85.0,0.002,ok,Conforme
QC-0222,2025-02-13 18:26:00,OF-2025-0032,1003,REF-SM-004,20,5,flash,moderate,84.4,85.0,0.018,defective,Presence de flash
QC-0223,2025-02-13 19:16:00,OF-2025-0032,1003,REF-SM-004,20,0,,none,85.3,85.0,-0.079,ok,Conforme
QC-0224,2025-02-13 20:06:00,OF-2025-0032,1003,REF-SM-004,17,0,,none,85.1,85.0,-0.058,ok,
QC-0225,2025-02-13 23:15:00,OF-2025-0033,1003,REF-CR-008,14,2,"bubbles,flash",minor,21.8,22.0,-0.018,minor_defects,"Defauts multiples: bubbles, flash"
QC-0226,2025-02-13 23:56:00,OF-2025-0033,1003,REF-CR-008,11,0,,none,22.2,22.0,0.034,ok,Conforme
QC-0227,2025-02-14 00:37:00,OF-2025-0033,1003,REF-CR-008,8,0,,none,22.0,22.0,0.097,ok,
QC-0228,2025-02-14 01:18:00,OF-2025-0033,1003,REF-CR-008,16,0,,none,21.9,22.0,0.006,ok,Conforme
QC-0229,2025-02-14 01:59:00,OF-2025-0033,1003,REF-CR-008,9,0,,none,21.5,22.0,0.007,ok,Conforme
QC-0230,2025-02-13 07:42:00,OF-2025-0034,606,REF-BV-005,13,0,,none,64.8,65.0,0.055,ok,Conforme
QC-0231,2025-02-13 08:27:00,OF-2025-0034,606,REF-BV-005,8,0,,none,65.2,65.0,0.032,ok,
QC-0232,2025-02-13 09:12:00,OF-2025-0034,606,REF-BV-005,10,0,,none,64.8,65.0,-0.024,ok,Conforme
QC-0233,2025-02-13 09:57:00,OF-2025-0034,606,REF-BV-005,8,0,,none,65.3,65.0,0.043,ok,Conforme
QC-0234,2025-02-13 10:42:00,OF-2025-0034,606,REF-BV-005,13,0,,none,64.7,65.0,0.025,ok,Conforme
QC-0235,2025-02-13 11:27:00,OF-2025-0034,606,REF-BV-005,16,0,,none,65.1,65.0,-0.055,ok,Conforme
QC-0236,2025-02-13 12:12:00,OF-2025-0034,606,REF-BV-005,9,0,,none,64.1,65.0,-0.092,ok,Conforme
QC-0237,2025-02-13 14:56:00,OF-2025-0035,606,REF-PC-006,19,0,,none,51.9,52.0,-0.013,ok,
QC-0238,2025-02-13 15:44:00,OF-2025-0035,606,REF-PC-006,13,0,,none,51.6,52.0,-0.024,ok,
QC-0239,2025-02-13 16:32:00,OF-2025-0035,606,REF-PC-006,15,0,,none,51.8,52.0,-0.022,ok,
QC-0240,2025-02-13 17:20:00,OF-2025-0035,606,REF-PC-006,18,0,,none,51.8,52.0,-0.016,ok,
QC-0241,2025-02-13 18:08:00,OF-2025-0035,606,REF-PC-006,13,0,,none,51.4,52.0,0.016,ok,Conforme
QC-0242,2025-02-13 18:56:00,OF-2025-0035,606,REF-PC-006,19,1,bubbles,minor,51.9,52.0,0.01,minor_defects,Presence de bubbles
QC-0243,2025-02-13 22:54:00,OF-2025-0036,606,REF-CC-009,13,1,warpage,minor,120.2,120.0,-0.022,minor_defects,Presence de warpage
QC-0244,2025-02-13 23:45:00,OF-2025-0036,606,REF-CC-009,20,0,,none,119.7,120.0,-0.05,ok,
QC-0245,2025-02-14 00:36:00,OF-2025-0036,606,REF-CC-009,20,1,flash,minor,120.5,120.0,0.065,minor_defects,Presence de flash
QC-0246,2025-02-14 01:27:00,OF-2025-0036,606,REF-CC-009,13,0,,none,119.7,120.0,0.0,ok,Conforme
QC-0247,2025-02-14 02:18:00,OF-2025-0036,606,REF-CC-009,16,0,,none,119.7,120.0,0.057,ok,Conforme
QC-0248,2025-02-14 03:09:00,OF-2025-0036,606,REF-CC-009,11,0,,none,119.8,120.0,0.029,ok,Conforme
QC-0249,2025-02-14 04:00:00,OF-2025-0036,606,REF-CC-009,15,0,,none,119.6,120.0,0.056,ok,Conforme
QC-0250,2025-02-14 04:51:00,OF-2025-0036,606,REF-CC-009,11,0,,none,119.9,120.0,0.061,ok,Conforme
QC-0251,2025-02-14 07:01:00,OF-2025-0037,152,REF-BC-001,14,0,,none,12.6,12.5,0.124,ok,Conforme
QC-0252,2025-02-14 07:52:00,OF-2025-0037,152,REF-BC-001,14,0,,none,12.6,12.5,0.025,ok,
QC-0253,2025-02-14 08:43:00,OF-2025-0037,152,REF-BC-001,13,0,,none,11.9,12.5,0.085,ok,Conforme
QC-0254,2025-02-14 09:34:00,OF-2025-0037,152,REF-BC-001,8,0,,none,12.6,12.5,0.125,ok,Conforme
QC-0255,2025-02-14 10:25:00,OF-2025-0037,152,REF-BC-001,9,0,,none,12.0,12.5,0.086,ok,Conforme
QC-0256,2025-02-14 14:35:00,OF-2025-0038,152,REF-CF-002,18,0,,none,8.2,8.3,-0.091,ok,
QC-0257,2025-02-14 15:06:00,OF-2025-0038,152,REF-CF-002,14,0,,none,8.2,8.3,0.071,ok,
QC-0258,2025-02-14 15:37:00,OF-2025-0038,152,REF-CF-002,17,0,,none,7.9,8.3,-0.039,ok,Conforme
QC-0259,2025-02-14 16:08:00,OF-2025-0038,152,REF-CF-002,13,1,sink_mark,minor,8.4,8.3,-0.059,minor_defects,Presence de sink_mark
QC-0260,2025-02-14 16:39:00,OF-2025-0038,152,REF-CF-002,9,1,short_shot,minor,8.5,8.3,0.084,minor_defects,Presence de short_shot
QC-0261,2025-02-14 17:10:00,OF-2025-0038,152,REF-CF-002,15,0,,none,7.7,8.3,-0.109,ok,Conforme
QC-0262,2025-02-14 17:41:00,OF-2025-0038,152,REF-CF-002,19,0,,none,8.2,8.3,0.06,ok,Conforme
QC-0263,2025-02-14 18:12:00,OF-2025-0038,152,REF-CF-002,10,1,warpage,minor,8.2,8.3,-0.041,minor_defects,Presence de warpage
QC-0264,2025-02-14 23:00:00,OF-2025-0039,152,REF-BJ-007,12,0,,none,28.1,28.0,-0.073,ok,Conforme
QC-0265,2025-02-14 23:31:00,OF-2025-0039,152,REF-BJ-007,9,1,sink_mark,minor,28.4,28.0,0.047,minor_defects,Presence de sink_mark
QC-0266,2025-02-15 00:02:00,OF-2025-0039,152,REF-BJ-007,16,0,,none,27.4,28.0,-0.083,ok,Conforme
QC-0267,2025-02-15 00:33:00,OF-2025-0039,152,REF-BJ-007,13,0,,none,27.6,28.0,0.042,ok,Conforme
QC-0268,2025-02-15 01:04:00,OF-2025-0039,152,REF-BJ-007,14,0,,none,27.9,28.0,-0.048,ok,
QC-0269,2025-02-15 01:35:00,OF-2025-0039,152,REF-BJ-007,11,0,,none,28.2,28.0,-0.023,ok,Conforme
QC-0270,2025-02-15 02:06:00,OF-2025-0039,152,REF-BJ-007,19,0,,none,28.0,28.0,-0.084,ok,Conforme
QC-0271,2025-02-15 02:37:00,OF-2025-0039,152,REF-BJ-007,19,0,,none,28.3,28.0,-0.093,ok,
QC-0272,2025-02-15 03:08:00,OF-2025-0039,152,REF-BJ-007,13,0,,none,28.1,28.0,0.028,ok,
QC-0273,2025-02-15 03:39:00,OF-2025-0039,152,REF-BJ-007,8,0,,none,27.5,28.0,-0.018,ok,Conforme
QC-0274,2025-02-15 04:10:00,OF-2025-0039,152,REF-BJ-007,19,0,,none,28.3,28.0,0.107,ok,Conforme
QC-0275,2025-02-14 07:47:00,OF-2025-0040,1003,REF-GP-010,19,0,,none,38.2,38.0,0.028,ok,Conforme
QC-0276,2025-02-14 08:39:00,OF-2025-0040,1003,REF-GP-010,15,1,warpage,minor,37.4,38.0,0.029,minor_defects,Presence de warpage
QC-0277,2025-02-14 09:31:00,OF-2025-0040,1003,REF-GP-010,11,0,,none,38.1,38.0,0.033,ok,Conforme
QC-0278,2025-02-14 10:23:00,OF-2025-0040,1003,REF-GP-010,8,0,,none,38.2,38.0,-0.016,ok,Conforme
QC-0279,2025-02-14 11:15:00,OF-2025-0040,1003,REF-GP-010,11,0,,none,38.3,38.0,0.01,ok,Conforme
QC-0280,2025-02-14 14:57:00,OF-2025-0041,1003,REF-SM-004,14,0,,none,84.3,85.0,-0.065,ok,Conforme
QC-0281,2025-02-14 15:47:00,OF-2025-0041,1003,REF-SM-004,15,0,,none,84.6,85.0,0.026,ok,
QC-0282,2025-02-14 16:37:00,OF-2025-0041,1003,REF-SM-004,11,0,,none,84.5,85.0,0.076,ok,
QC-0283,2025-02-14 17:27:00,OF-2025-0041,1003,REF-SM-004,8,0,,none,85.8,85.0,0.099,ok,Conforme
QC-0284,2025-02-14 18:17:00,OF-2025-0041,1003,REF-SM-004,12,0,,none,85.0,85.0,0.012,ok,Conforme
QC-0285,2025-02-14 19:07:00,OF-2025-0041,1003,REF-SM-004,9,0,,none,85.3,85.0,-0.065,ok,
QC-0286,2025-02-14 19:57:00,OF-2025-0041,1003,REF-SM-004,11,0,,none,85.6,85.0,-0.001,ok,Conforme
QC-0287,2025-02-14 23:10:00,OF-2025-0042,1003,REF-CR-008,11,0,,none,21.9,22.0,-0.034,ok,Conforme
QC-0288,2025-02-15 00:03:00,OF-2025-0042,1003,REF-CR-008,18,2,"warpage,short_shot",minor,21.5,22.0,-0.052,minor_defects,"Defauts multiples: warpage, short_shot"
QC-0289,2025-02-15 00:56:00,OF-2025-0042,1003,REF-CR-008,12,0,,none,22.0,22.0,-0.038,ok,
QC-0290,2025-02-15 01:49:00,OF-2025-0042,1003,REF-CR-008,19,1,sink_mark,minor,22.0,22.0,0.001,minor_defects,Presence de sink_mark
QC-0291,2025-02-14 06:50:00,OF-2025-0043,606,REF-BV-005,17,0,,none,65.0,65.0,0.013,ok,Conforme
QC-0292,2025-02-14 07:22:00,OF-2025-0043,606,REF-BV-005,14,1,sink_mark,minor,64.7,65.0,0.033,minor_defects,Presence de sink_mark
QC-0293,2025-02-14 07:54:00,OF-2025-0043,606,REF-BV-005,15,0,,none,64.4,65.0,0.042,ok,
QC-0294,2025-02-14 08:26:00,OF-2025-0043,606,REF-BV-005,20,0,,none,65.1,65.0,0.092,ok,
QC-0295,2025-02-14 08:58:00,OF-2025-0043,606,REF-BV-005,14,0,,none,65.0,65.0,0.042,ok,Conforme
QC-0296,2025-02-14 09:30:00,OF-2025-0043,606,REF-BV-005,13,0,,none,65.2,65.0,0.155,ok,
QC-0297,2025-02-14 10:02:00,OF-2025-0043,606,REF-BV-005,10,1,short_shot,minor,65.1,65.0,0.113,minor_defects,Presence de short_shot
QC-0298,2025-02-14 10:34:00,OF-2025-0043,606,REF-BV-005,8,0,,none,64.8,65.0,0.065,ok,Conforme
QC-0299,2025-02-14 11:06:00,OF-2025-0043,606,REF-BV-005,14,0,,none,65.0,65.0,0.051,ok,Conforme
QC-0300,2025-02-14 11:38:00,OF-2025-0043,606,REF-BV-005,12,0,,none,64.7,65.0,0.074,ok,
QC-0301,2025-02-14 12:10:00,OF-2025-0043,606,REF-BV-005,13,1,warpage,minor,64.8,65.0,0.143,minor_defects,Presence de warpage
QC-0302,2025-02-14 15:37:00,OF-2025-0044,606,REF-PC-006,17,0,,none,52.1,52.0,-0.013,ok,
QC-0303,2025-02-14 16:28:00,OF-2025-0044,606,REF-PC-006,12,0,,none,52.3,52.0,-0.049,ok,Conforme
QC-0304,2025-02-14 17:19:00,OF-2025-0044,606,REF-PC-006,13,0,,none,51.8,52.0,0.05,ok,
QC-0305,2025-02-14 18:10:00,OF-2025-0044,606,REF-PC-006,17,0,,none,52.2,52.0,-0.049,ok,Conforme
QC-0306,2025-02-14 19:01:00,OF-2025-0044,606,REF-PC-006,19,0,,none,51.6,52.0,-0.002,ok,
QC-0307,2025-02-14 23:12:00,OF-2025-0045,606,REF-CC-009,11,0,,none,120.4,120.0,0.265,ok,
QC-0308,2025-02-14 23:52:00,OF-2025-0045,606,REF-CC-009,14,0,,none,119.9,120.0,0.287,ok,Conforme
QC-0309,2025-02-15 00:32:00,OF-2025-0045,606,REF-CC-009,13,1,flash,minor,120.2,120.0,0.244,minor_defects,Presence de flash
QC-0310,2025-02-15 01:12:00,OF-2025-0045,606,REF-CC-009,17,0,,none,120.2,120.0,0.195,ok,Conforme
QC-0311,2025-02-15 01:52:00,OF-2025-0045,606,REF-CC-009,16,0,,none,120.1,120.0,0.3,ok,Conforme
QC-0312,2025-02-15 02:32:00,OF-2025-0045,606,REF-CC-009,13,0,,none,119.7,120.0,0.284,ok,Conforme
QC-0313,2025-02-15 03:12:00,OF-2025-0045,606,REF-CC-009,12,2,warpage,minor,120.0,120.0,0.3,minor_defects,Presence de warpage
QC-0314,2025-02-15 03:52:00,OF-2025-0045,606,REF-CC-009,17,10,warpage,critical,119.8,120.0,0.265,defective,Presence de warpage
QC-0315,2025-02-15 04:32:00,OF-2025-0045,606,REF-CC-009,14,1,warpage,minor,120.6,120.0,0.274,minor_defects,Presence de warpage
QC-0316,2025-02-15 05:12:00,OF-2025-0045,606,REF-CC-009,20,1,warpage,minor,120.5,120.0,0.293,minor_defects,Presence de warpage
QC-0317,2025-02-15 06:49:00,OF-2025-0046,152,REF-BC-001,17,2,"sink_mark,bubbles",minor,12.9,12.5,0.075,minor_defects,"Defauts multiples: sink_mark, bubbles"
QC-0318,2025-02-15 07:32:00,OF-2025-0046,152,REF-BC-001,18,0,,none,12.3,12.5,-0.091,ok,Conforme
QC-0319,2025-02-15 08:15:00,OF-2025-0046,152,REF-BC-001,14,0,,none,12.5,12.5,-0.062,ok,Conforme
QC-0320,2025-02-15 08:58:00,OF-2025-0046,152,REF-BC-001,17,0,,none,12.3,12.5,0.002,ok,Conforme
QC-0321,2025-02-15 09:41:00,OF-2025-0046,152,REF-BC-001,9,1,sink_mark,minor,12.7,12.5,-0.075,minor_defects,Presence de sink_mark
QC-0322,2025-02-15 10:24:00,OF-2025-0046,152,REF-BC-001,17,1,sink_mark,minor,12.0,12.5,-0.02,minor_defects,Presence de sink_mark
QC-0323,2025-02-15 15:37:00,OF-2025-0047,152,REF-CF-002,19,1,sink_mark,minor,8.9,8.3,0.016,minor_defects,Presence de sink_mark
QC-0324,2025-02-15 16:34:00,OF-2025-0047,152,REF-CF-002,17,0,,none,8.1,8.3,0.062,ok,Conforme
QC-0325,2025-02-15 17:31:00,OF-2025-0047,152,REF-CF-002,10,0,,none,7.8,8.3,-0.032,ok,Conforme
QC-0326,2025-02-15 18:28:00,OF-2025-0047,152,REF-CF-002,14,0,,none,8.2,8.3,-0.015,ok,Conforme
QC-0327,2025-02-15 07:15:00,OF-2025-0048,1003,REF-CP-003,15,0,,none,45.3,45.0,0.03,ok,Conforme
QC-0328,2025-02-15 08:07:00,OF-2025-0048,1003,REF-CP-003,11,0,,none,44.6,45.0,0.022,ok,Conforme
QC-0329,2025-02-15 08:59:00,OF-2025-0048,1003,REF-CP-003,18,0,,none,44.7,45.0,-0.085,ok,Conforme
QC-0330,2025-02-15 09:51:00,OF-2025-0048,1003,REF-CP-003,17,0,,none,45.0,45.0,0.02,ok,
QC-0331,2025-02-15 10:43:00,OF-2025-0048,1003,REF-CP-003,11,0,,none,44.8,45.0,-0.03,ok,Conforme
QC-0332,2025-02-15 15:24:00,OF-2025-0049,1003,REF-SM-004,13,0,,none,85.4,85.0,-0.015,ok,Conforme
QC-0333,2025-02-15 15:59:00,OF-2025-0049,1003,REF-SM-004,16,0,,none,85.3,85.0,-0.06,ok,
QC-0334,2025-02-15 16:34:00,OF-2025-0049,1003,REF-SM-004,20,1,flash,minor,85.0,85.0,-0.032,minor_defects,Presence de flash
QC-0335,2025-02-15 17:09:00,OF-2025-0049,1003,REF-SM-004,19,0,,none,85.4,85.0,-0.021,ok,Conforme
QC-0336,2025-02-15 17:44:00,OF-2025-0049,1003,REF-SM-004,19,0,,none,84.9,85.0,-0.006,ok,Conforme
QC-0337,2025-02-15 18:19:00,OF-2025-0049,1003,REF-SM-004,17,0,,none,85.0,85.0,-0.045,ok,
QC-0338,2025-02-15 18:54:00,OF-2025-0049,1003,REF-SM-004,15,0,,none,85.0,85.0,0.098,ok,Conforme
QC-0339,2025-02-15 19:29:00,OF-2025-0049,1003,REF-SM-004,18,0,,none,84.8,85.0,-0.038,ok,Conforme
QC-0340,2025-02-15 20:04:00,OF-2025-0049,1003,REF-SM-004,14,0,,none,85.1,85.0,0.033,ok,Conforme
QC-0341,2025-02-15 20:39:00,OF-2025-0049,1003,REF-SM-004,13,0,,none,84.3,85.0,-0.033,ok,Conforme
QC-0342,2025-02-15 23:30:00,OF-2025-0050,1003,REF-CR-008,11,0,,none,22.1,22.0,-0.046,ok,Conforme
QC-0343,2025-02-16 00:22:00,OF-2025-0050,1003,REF-CR-008,20,0,,none,22.0,22.0,-0.041,ok,Conforme
QC-0344,2025-02-16 01:14:00,OF-2025-0050,1003,REF-CR-008,20,0,,none,22.4,22.0,0.053,ok,Conforme
QC-0345,2025-02-16 02:06:00,OF-2025-0050,1003,REF-CR-008,8,0,,none,22.0,22.0,0.086,ok,Conforme
QC-0346,2025-02-15 07:41:00,OF-2025-0051,606,REF-BV-005,11,0,,none,65.1,65.0,0.328,ok,
QC-0347,2025-02-15 08:23:00,OF-2025-0051,606,REF-BV-005,15,0,,none,64.7,65.0,0.264,ok,Conforme
QC-0348,2025-02-15 09:05:00,OF-2025-0051,606,REF-BV-005,8,1,flash,minor,64.7,65.0,0.313,minor_defects,Presence de flash
QC-0349,2025-02-15 09:47:00,OF-2025-0051,606,REF-BV-005,20,0,,none,64.6,65.0,0.359,ok,Conforme
QC-0350,2025-02-15 10:29:00,OF-2025-0051,606,REF-BV-005,19,1,warpage,minor,64.8,65.0,0.392,minor_defects,Presence de warpage
QC-0351,2025-02-15 11:11:00,OF-2025-0051,606,REF-BV-005,14,0,,none,64.8,65.0,0.413,ok,Conforme
QC-0352,2025-02-15 11:53:00,OF-2025-0051,606,REF-BV-005,12,0,,none,64.2,65.0,0.339,ok,Conforme
QC-0353,2025-02-15 12:35:00,OF-2025-0051,606,REF-BV-005,11,1,warpage,minor,65.0,65.0,0.382,minor_defects,Presence de warpage
QC-0354,2025-02-15 15:41:00,OF-2025-0052,606,REF-PC-006,14,0,,none,51.4,52.0,-0.087,ok,
QC-0355,2025-02-15 16:31:00,OF-2025-0052,606,REF-PC-006,9,0,,none,51.5,52.0,-0.022,ok,Conforme
QC-0356,2025-02-15 17:21:00,OF-2025-0052,606,REF-PC-006,12,0,,none,51.7,52.0,0.075,ok,Conforme
QC-0357,2025-02-15 18:11:00,OF-2025-0052,606,REF-PC-006,17,0,,none,52.3,52.0,-0.065,ok,Conforme
QC-0358,2025-02-15 19:01:00,OF-2025-0052,606,REF-PC-006,17,0,,none,52.0,52.0,-0.027,ok,
QC-0359,2025-02-15 23:44:00,OF-2025-0053,606,REF-CC-009,8,0,,none,119.3,120.0,0.457,ok,Conforme
QC-0360,2025-02-16 00:32:00,OF-2025-0053,606,REF-CC-009,15,0,,none,119.8,120.0,0.5,ok,Conforme
QC-0361,2025-02-16 01:20:00,OF-2025-0053,606,REF-CC-009,19,2,flash,minor,120.0,120.0,0.506,minor_defects,Presence de flash
QC-0362,2025-02-16 02:08:00,OF-2025-0053,606,REF-CC-009,11,0,,none,119.1,120.0,0.474,ok,Conforme
QC-0363,2025-02-16 02:56:00,OF-2025-0053,606,REF-CC-009,10,0,,none,119.8,120.0,0.579,ok,
QC-0364,2025-02-16 03:44:00,OF-2025-0053,606,REF-CC-009,9,0,,none,119.9,120.0,0.468,ok,Conforme
QC-0365,2025-02-16 04:32:00,OF-2025-0053,606,REF-CC-009,9,0,,none,119.6,120.0,0.497,ok,Conforme
QC-0366,2025-02-16 05:20:00,OF-2025-0053,606,REF-CC-009,18,0,,none,119.9,120.0,0.521,ok,Conforme
QC-0367,2025-02-16 07:35:00,OF-2025-0054,152,REF-BC-001,20,2,"bubbles,sink_mark",minor,12.5,12.5,0.006,minor_defects,"Defauts multiples: bubbles, sink_mark"
QC-0368,2025-02-16 08:24:00,OF-2025-0054,152,REF-BC-001,14,0,,none,12.7,12.5,0.025,ok,
QC-0369,2025-02-16 09:13:00,OF-2025-0054,152,REF-BC-001,14,0,,none,12.7,12.5,-0.008,ok,
QC-0370,2025-02-16 10:02:00,OF-2025-0054,152,REF-BC-001,11,0,,none,12.6,12.5,0.067,ok,Conforme
QC-0371,2025-02-16 10:51:00,OF-2025-0054,152,REF-BC-001,16,0,,none,12.4,12.5,-0.001,ok,Conforme
QC-0372,2025-02-16 11:40:00,OF-2025-0054,152,REF-BC-001,8,0,,none,12.5,12.5,-0.048,ok,Conforme
QC-0373,2025-02-16 15:47:00,OF-2025-0055,152,REF-CF-002,9,0,,none,8.5,8.3,0.011,ok,Conforme
QC-0374,2025-02-16 16:46:00,OF-2025-0055,152,REF-CF-002,13,1,sink_mark,minor,8.3,8.3,0.084,minor_defects,Presence de sink_mark
QC-0375,2025-02-16 17:45:00,OF-2025-0055,152,REF-CF-002,9,0,,none,8.3,8.3,0.073,ok,Conforme
QC-0376,2025-02-16 18:44:00,OF-2025-0055,152,REF-CF-002,17,0,,none,8.1,8.3,0.036,ok,
QC-0377,2025-02-16 07:20:00,OF-2025-0056,1003,REF-GP-010,17,0,,none,37.9,38.0,0.101,ok,Conforme
QC-0378,2025-02-16 07:58:00,OF-2025-0056,1003,REF-GP-010,19,1,warpage,minor,38.0,38.0,-0.037,minor_defects,Presence de warpage
QC-0379,2025-02-16 08:36:00,OF-2025-0056,1003,REF-GP-010,15,1,flash,minor,37.7,38.0,0.021,minor_defects,Presence de flash
QC-0380,2025-02-16 09:14:00,OF-2025-0056,1003,REF-GP-010,18,0,,none,38.2,38.0,0.021,ok,
QC-0381,2025-02-16 09:52:00,OF-2025-0056,1003,REF-GP-010,18,0,,none,38.3,38.0,-0.022,ok,Conforme
QC-0382,2025-02-16 10:30:00,OF-2025-0056,1003,REF-GP-010,14,0,,none,38.6,38.0,0.025,ok,Conforme
QC-0383,2025-02-16 11:08:00,OF-2025-0056,1003,REF-GP-010,11,0,,none,38.0,38.0,0.032,ok,Conforme
QC-0384,2025-02-16 15:16:00,OF-2025-0057,1003,REF-SM-004,15,0,,none,85.3,85.0,0.021,ok,
QC-0385,2025-02-16 16:16:00,OF-2025-0057,1003,REF-SM-004,14,0,,none,84.8,85.0,-0.023,ok,Conforme
QC-0386,2025-02-16 17:16:00,OF-2025-0057,1003,REF-SM-004,15,0,,none,85.9,85.0,-0.014,ok,
QC-0387,2025-02-16 18:16:00,OF-2025-0057,1003,REF-SM-004,10,0,,none,85.0,85.0,0.086,ok,Conforme
QC-0388,2025-02-16 19:16:00,OF-2025-0057,1003,REF-SM-004,11,0,,none,84.8,85.0,0.006,ok,
QC-0389,2025-02-16 22:59:00,OF-2025-0058,1003,REF-CR-008,16,3,"bubbles,short_shot,sink_mark",moderate,22.7,22.0,0.045,defective,"Defauts multiples: bubbles, short_shot, sink_mark"
QC-0390,2025-02-16 23:45:00,OF-2025-0058,1003,REF-CR-008,15,1,bubbles,minor,21.9,22.0,0.01,minor_defects,Presence de bubbles
QC-0391,2025-02-17 00:31:00,OF-2025-0058,1003,REF-CR-008,16,0,,none,22.1,22.0,-0.087,ok,Conforme
QC-0392,2025-02-17 01:17:00,OF-2025-0058,1003,REF-CR-008,17,1,short_shot,minor,21.8,22.0,0.013,minor_defects,Presence de short_shot
QC-0393,2025-02-17 02:03:00,OF-2025-0058,1003,REF-CR-008,16,0,,none,21.7,22.0,0.001,ok,Conforme
QC-0394,2025-02-16 07:18:00,OF-2025-0059,606,REF-BV-005,20,1,warpage,minor,65.6,65.0,0.617,minor_defects,Presence de warpage
QC-0395,2025-02-16 07:52:00,OF-2025-0059,606,REF-BV-005,10,0,,none,65.0,65.0,0.48,ok,Conforme
QC-0396,2025-02-16 08:26:00,OF-2025-0059,606,REF-BV-005,17,0,,none,65.1,65.0,0.5,ok,Conforme
QC-0397,2025-02-16 09:00:00,OF-2025-0059,606,REF-BV-005,20,0,,none,65.4,65.0,0.627,ok,Conforme
QC-0398,2025-02-16 09:34:00,OF-2025-0059,606,REF-BV-005,12,1,sink_mark,minor,65.2,65.0,0.588,minor_defects,Presence de sink_mark
QC-0399,2025-02-16 10:08:00,OF-2025-0059,606,REF-BV-005,20,0,,none,65.8,65.0,0.508,ok,Conforme
QC-0400,2025-02-16 10:42:00,OF-2025-0059,606,REF-BV-005,10,0,,none,64.9,65.0,0.605,ok,Conforme
QC-0401,2025-02-16 11:16:00,OF-2025-0059,606,REF-BV-005,19,0,,none,64.9,65.0,0.617,ok,Conforme
QC-0402,2025-02-16 11:50:00,OF-2025-0059,606,REF-BV-005,16,1,warpage,minor,64.9,65.0,0.607,minor_defects,Presence de warpage
QC-0403,2025-02-16 12:24:00,OF-2025-0059,606,REF-BV-005,15,0,,none,65.1,65.0,0.587,ok,Conforme
QC-0404,2025-02-16 15:40:00,OF-2025-0060,606,REF-PC-006,12,0,,none,51.4,52.0,-0.058,ok,Conforme
QC-0405,2025-02-16 16:38:00,OF-2025-0060,606,REF-PC-006,17,0,,none,52.2,52.0,0.032,ok,Conforme
QC-0406,2025-02-16 17:36:00,OF-2025-0060,606,REF-PC-006,19,1,sink_mark,minor,51.8,52.0,-0.087,minor_defects,Presence de sink_mark
QC-0407,2025-02-16 18:34:00,OF-2025-0060,606,REF-PC-006,8,0,,none,51.5,52.0,0.009,ok,
